REF_DATE,GEO,DGUID,Coordinate,Long-form data quality indicators – Housing characteristics (20):Tenure - Non-response rate[1],Symbol,Long-form data quality indicators – Housing characteristics (20):Tenure - Imputation rate[2],Symbol,Long-form data quality indicators – Housing characteristics (20):Condominium status - Non-response rate[3],Symbol,Long-form data quality indicators – Housing characteristics (20):Condominium status - Imputation rate[4],Symbol,Long-form data quality indicators – Housing characteristics (20):Number of rooms - Non-response rate[5],Symbol,Long-form data quality indicators – Housing characteristics (20):Number of rooms - Imputation rate[6],Symbol,Long-form data quality indicators – Housing characteristics (20):Number of bedrooms - Non-response rate[7],Symbol,Long-form data quality indicators – Housing characteristics (20):Number of bedrooms - Imputation rate[8],Symbol,Long-form data quality indicators – Housing characteristics (20):Period of construction - Non-response rate[9],Symbol,Long-form data quality indicators – Housing characteristics (20):Period of construction - Imputation rate[10],Symbol,Long-form data quality indicators – Housing characteristics (20):Dwelling condition - Non-response rate[11],Symbol,Long-form data quality indicators – Housing characteristics (20):Dwelling condition - Imputation rate[12],Symbol,Long-form data quality indicators – Housing characteristics (20):Rent monthly cash - Non-response rate[13],Symbol,Long-form data quality indicators – Housing characteristics (20):Rent monthly cash - Imputation rate[14],Symbol,Long-form data quality indicators – Housing characteristics (20):Monthly mortgage payments - Non-response rate[15],Symbol,Long-form data quality indicators – Housing characteristics (20):Monthly mortgage payments - Imputation rate[16],Symbol,Long-form data quality indicators – Housing characteristics (20):Value (owner estimated) - Non-response rate[17],Symbol,Long-form data quality indicators – Housing characteristics (20):Value (owner estimated) - Imputation rate[18],Symbol,Long-form data quality indicators – Housing characteristics (20):Monthly use or occupancy payment for dwelling - Non-response rate[19],Symbol,Long-form data quality indicators – Housing characteristics (20):Monthly use or occupancy payment for dwelling - Imputation rate[20],Symbol
2021,"Rivière-du-Loup (CA), Que.",2021S0504405,202,3.2,,2.7,,2.9,,2.7,,3.0,,4.5,,3.1,,3.2,,3.9,,3.9,,3.1,,3.1,,6.3,,6.4,,4.5,,4.6,,6.0,,7.3,,0.0,,0.0,
2021,Saint-Antonin (2412015) MÉ,2021A00052412015,203,7.9,,7.7,,8.2,,8.2,,8.2,,8.7,,8.2,,8.2,,8.7,,8.7,,8.5,,8.5,,23.5,,23.5,,5.4,,5.8,,6.8,,9.5,,0.0,,0.0,
2021,Saint-Modeste (2412020) MÉ,2021A00052412020,204,7.8,,5.6,,8.0,,5.7,,5.6,,6.7,,5.6,,5.6,,5.6,,5.6,,5.6,,5.6,,0.0,,0.0,,6.4,,6.4,,11.5,,11.5,,0.0,,0.0,
2021,Cacouna (2412057) MÉ,2021A00052412057,205,2.3,,2.3,,1.8,,1.8,,1.8,,3.5,,2.3,,2.3,,1.8,,1.8,,1.8,,1.8,,0.0,,0.0,,4.1,,4.1,,5.0,,5.0,,0.0,,0.0,
2021,Saint-Arsène (2412065) PE,2021A00052412065,206,4.3,,2.1,,2.2,,2.2,,2.1,,2.1,,2.1,,2.1,,4.3,,4.3,,2.1,,2.1,,0.0,,0.0,,4.5,,4.5,,7.5,,9.0,,0.0,,0.0,
2021,Rivière-du-Loup (2412072) V,2021A00052412072,207,2.2,,1.6,,2.0,,1.7,,2.1,,4.0,,2.2,,2.4,,3.0,,3.0,,2.1,,2.1,,4.7,,4.9,,4.1,,4.1,,5.8,,6.9,,0.0,,0.0,
2021,Notre-Dame-du-Portage (2412080) MÉ,2021A00052412080,208,0.0,,0.0,,0.0,,0.0,,1.7,,2.5,,1.7,,1.7,,1.7,,1.7,,2.5,,2.5,,0.0,,0.0,,3.7,,4.7,,4.7,,4.7,,0.0,,0.0,
2021,"Baie-Comeau (CA), Que.",2021S0504406,209,3.5,,3.0,,3.9,,3.5,,3.5,,5.0,,3.4,,3.6,,4.6,,4.6,,3.6,,3.6,,7.5,,8.1,,5.4,,5.7,,6.4,,7.5,,0.0,,0.0,
2021,Baie-Comeau (2496020) V,2021A00052496020,210,3.7,,3.1,,4.0,,3.7,,3.5,,5.1,,3.5,,3.8,,4.8,,4.8,,3.7,,3.7,,8.0,,8.5,,5.4,,5.6,,5.9,,7.1,,0.0,,0.0,
2021,Pointe-Lebel (2496025) VL,2021A00052496025,211,2.9,,2.9,,2.9,,1.7,,2.9,,6.4,,1.7,,1.7,,2.9,,2.9,,1.7,,1.7,,0.0,,0.0,,5.8,,5.8,,7.1,,8.4,,0.0,,0.0,
2021,Pointe-aux-Outardes (2496030) VL,2021A00052496030,212,4.7,,4.7,,4.8,,4.8,,4.7,,4.7,,4.7,,4.7,,4.7,,4.7,,5.5,,5.5,,0.0,,0.0,,5.9,,6.7,,9.2,,10.9,,0.0,,0.0,
2021,Chute-aux-Outardes (2496035) VL,2021A00052496035,213,1.4,,1.4,,2.9,,2.9,,2.9,,3.6,,2.9,,2.9,,4.3,,4.3,,2.2,,2.2,,0.0,,0.0,,6.1,,7.1,,8.1,,8.1,,0.0,,0.0,
2021,Ragueneau (2496040) PE,2021A00052496040,214,3.3,,2.5,,4.9,,4.1,,2.5,,3.3,,2.5,,2.5,,4.1,,4.1,,3.3,,3.3,,0.0,,0.0,,4.7,,4.7,,6.6,,7.5,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,215,2.2,,1.8,,2.2,,1.9,,2.1,,3.3,,2.1,,2.2,,3.3,,3.3,,2.2,,2.2,,3.7,,3.9,,3.5,,3.8,,4.5,,6.0,,0.0,,0.0,
2021,Saguenay (2494068) V,2021A00052494068,216,2.2,,1.7,,2.2,,1.9,,2.1,,3.4,,2.0,,2.2,,3.3,,3.3,,2.2,,2.2,,3.6,,3.8,,3.4,,3.6,,4.4,,5.8,,0.0,,0.0,
2021,Ferland-et-Boilleau (2494220) MÉ,2021A00052494220,217,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.8,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,Saint-Félix-d'Otis (2494225) MÉ,2021A00052494225,218,6.4,,6.4,,6.4,,6.4,,6.4,,6.4,,6.4,,6.4,,6.4,,6.4,,6.4,,6.4,,0.0,,0.0,,6.3,,7.4,,7.4,,8.4,,0.0,,0.0,
2021,Sainte-Rose-du-Nord (2494230) PE,2021A00052494230,219,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.8,,4.8,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.6,,0.0,,0.0,
2021,Saint-Fulgence (2494235) MÉ,2021A00052494235,220,2.2,,1.6,,3.8,,3.3,,2.7,,3.8,,2.2,,2.2,,3.3,,3.3,,2.2,,2.2,,0.0,,0.0,,6.1,,6.1,,8.2,,9.5,,0.0,,0.0,
2021,Saint-Honoré (2494240) V,2021A00052494240,221,2.0,,1.8,,1.8,,2.0,,1.8,,2.6,,2.0,,2.0,,2.6,,2.6,,2.0,,2.0,,6.0,,6.0,,4.3,,4.3,,4.5,,6.4,,0.0,,0.0,
2021,Saint-David-de-Falardeau (2494245) MÉ,2021A00052494245,222,2.5,,1.8,,2.2,,1.8,,2.9,,2.9,,2.9,,2.9,,4.0,,4.0,,2.9,,2.9,,0.0,,0.0,,5.1,,5.5,,5.5,,6.4,,0.0,,0.0,
2021,Bégin (2494250) MÉ,2021A00052494250,223,0.0,,0.0,,0.0,,0.0,,0.0,,2.6,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,,6.0,,6.0,,6.0,,0.0,,0.0,
2021,Saint-Charles-de-Bourget (2494260) MÉ,2021A00052494260,224,2.9,,2.9,,3.0,,3.0,,4.3,,4.3,,4.3,,4.3,,4.3,,4.3,,2.9,,2.9,,0.0,,0.0,,7.1,,7.1,,8.9,,8.9,,0.0,,0.0,
2021,Larouche (2494265) MÉ,2021A00052494265,225,1.4,,1.4,,1.4,,1.4,,2.9,,2.9,,2.2,,2.2,,4.3,,4.3,,1.4,,1.4,,0.0,,0.0,,3.5,,3.5,,3.5,,5.2,,0.0,,0.0,
2021,"Alma (CA), Que.",2021S0504410,226,2.4,,1.9,,2.5,,2.2,,2.3,,3.7,,2.3,,2.5,,2.9,,2.9,,2.3,,2.3,,4.6,,5.0,,4.2,,4.4,,4.8,,6.2,,0.0,,0.0,
2021,Alma (2493042) V,2021A00052493042,227,2.4,,1.9,,2.5,,2.2,,2.3,,3.7,,2.3,,2.5,,2.9,,2.9,,2.3,,2.3,,4.6,,5.0,,4.2,,4.4,,4.8,,6.2,,0.0,,0.0,
2021,"Dolbeau-Mistassini (CA), Que.",2021S0504411,228,2.4,,1.9,,2.2,,2.2,,2.4,,3.2,,2.3,,2.7,,3.7,,3.7,,2.6,,2.6,,5.3,,6.4,,3.9,,4.1,,4.8,,6.0,,0.0,,0.0,
2021,Sainte-Jeanne-d'Arc (2492015) VL,2021A00052492015,229,2.0,,2.0,,2.1,,2.1,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,0.0,,0.0,,0.0,,0.0,,6.0,,6.0,,7.2,,7.2,,0.0,,0.0,
2021,Dolbeau-Mistassini (2492022) V,2021A00052492022,230,2.5,,2.0,,2.3,,2.4,,2.5,,3.4,,2.5,,2.9,,4.0,,4.0,,2.8,,2.8,,5.5,,6.5,,3.7,,4.0,,4.7,,5.8,,0.0,,0.0,
2021,Saint-Eugène-d'Argentenay (2492065) MÉ,2021A00052492065,231,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Sept-Îles (CA), Que.",2021S0504412,232,6.1,,5.7,,6.4,,5.7,,6.0,,7.8,,5.9,,6.0,,6.8,,6.8,,6.1,,6.1,,5.9,,6.0,,6.6,,6.8,,9.0,,10.9,,39.8,,39.8,
2021,Sept-Îles (2497007) V,2021A00052497007,233,3.7,,3.0,,3.6,,2.9,,3.4,,5.3,,3.3,,3.5,,4.2,,4.2,,3.5,,3.5,,5.2,,5.4,,5.0,,5.2,,6.3,,8.1,,0.0,,0.0,
2021,Uashat 27 (2497802) IRI,2021A00052497802,234,32.7,,38.8,,38.8,,37.8,,34.7,,35.7,,33.7,,33.7,,35.7,,35.7,,35.7,,35.7,,36.4,,36.4,,41.0,,41.0,,64.1,,64.1,,40.8,,40.8,
2021,Maliotenam (2497804) IRI,2021A00052497804,235,33.0,,34.0,,38.7,,37.7,,34.0,,34.0,,34.0,,34.0,,36.8,,36.8,,34.0,,34.0,,50.0,,50.0,,33.3,,33.3,,53.8,,59.0,,36.7,,38.3,
2021,"Québec (CMA), Que.",2021S0503421,236,2.4,,2.0,,2.3,,1.7,,2.2,,3.5,,2.2,,2.3,,3.0,,3.0,,2.3,,2.3,,3.7,,3.9,,3.2,,3.4,,4.1,,5.4,,18.8,,18.8,
2021,Saint-Henri (2419068) MÉ,2021A00052419068,237,3.4,,2.1,,2.4,,2.2,,2.3,,3.2,,2.3,,2.3,,2.8,,2.8,,2.8,,2.8,,5.7,,5.7,,3.8,,3.8,,5.8,,7.6,,0.0,,0.0,
2021,Beaumont (2419105) MÉ,2021A00052419105,238,2.2,,1.8,,2.3,,1.8,,2.7,,3.1,,2.7,,2.7,,2.7,,2.7,,2.7,,2.7,,0.0,,0.0,,3.6,,3.6,,4.1,,4.6,,0.0,,0.0,
2021,Saint-François-de-l'Île-d'Orléans (2420005) MÉ,2021A00052420005,239,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,13.0,,13.0,,15.2,,15.2,,0.0,,0.0,
2021,Sainte-Famille-de-l'Île-d'Orléans (2420010) MÉ,2021A00052420010,240,4.5,,3.0,,3.5,,3.5,,3.0,,4.5,,3.0,,3.0,,3.0,,3.0,,4.5,,4.5,,30.0,,30.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,Saint-Jean-de-l'Île-d'Orléans (2420015) MÉ,2021A00052420015,241,2.0,,2.0,,2.1,,2.1,,2.0,,2.0,,2.0,,2.0,,3.0,,3.0,,2.0,,2.0,,0.0,,0.0,,4.1,,4.1,,6.8,,8.2,,0.0,,0.0,
2021,Saint-Laurent-de-l'Île-d'Orléans (2420020) MÉ,2021A00052420020,242,1.4,,0.0,,1.4,,1.4,,1.4,,2.1,,1.4,,2.1,,2.1,,2.1,,1.4,,1.4,,0.0,,0.0,,0.0,,0.0,,4.3,,6.0,,0.0,,0.0,
2021,Saint-Pierre-de-l'Île-d'Orléans (2420025) MÉ,2021A00052420025,243,4.5,,3.2,,5.4,,4.7,,4.5,,8.4,,4.5,,4.5,,5.2,,5.2,,4.6,,4.6,,7.5,,7.5,,8.3,,9.2,,10.1,,10.1,,0.0,,0.0,
2021,Sainte-Pétronille (2420030) VL,2021A00052420030,244,2.2,,2.2,,2.2,,2.2,,2.2,,5.4,,2.2,,2.2,,2.2,,2.2,,4.3,,4.3,,0.0,,0.0,,0.0,,0.0,,6.0,,7.2,,0.0,,0.0,
2021,Château-Richer (2421035) V,2021A00052421035,245,3.9,,3.7,,3.4,,3.4,,3.4,,5.2,,3.4,,3.4,,4.2,,4.2,,3.1,,3.1,,0.0,,0.0,,6.2,,6.2,,7.4,,8.9,,0.0,,0.0,
2021,L'Ange-Gardien (2421040) MÉ,2021A00052421040,246,3.7,,3.7,,4.0,,3.7,,3.7,,4.0,,4.0,,4.0,,4.0,,4.0,,4.3,,4.3,,0.0,,0.0,,5.8,,5.8,,8.3,,8.3,,0.0,,0.0,
2021,Boischatel (2421045) MÉ,2021A00052421045,247,2.8,,2.5,,2.6,,2.3,,2.6,,3.1,,2.8,,3.1,,2.6,,2.6,,2.8,,2.8,,0.0,,0.0,,3.1,,3.1,,4.4,,4.9,,0.0,,0.0,
2021,Sainte-Catherine-de-la-Jacques-Cartier (2422005) V,2021A00052422005,248,2.0,,1.4,,2.1,,1.8,,1.8,,2.7,,1.8,,2.1,,2.0,,2.0,,1.8,,1.8,,0.0,,0.0,,2.9,,3.0,,3.6,,4.8,,0.0,,0.0,
2021,Fossambault-sur-le-Lac (2422010) V,2021A00052422010,249,2.0,,2.0,,2.0,,2.0,,2.5,,3.5,,2.5,,2.5,,3.0,,3.0,,2.0,,2.0,,0.0,,0.0,,3.3,,3.3,,4.4,,5.5,,0.0,,0.0,
2021,Lac-Saint-Joseph (2422015) V,2021A00052422015,250,12.9,,12.9,,12.9,,12.9,,12.9,,16.1,,12.9,,12.9,,12.9,,12.9,,12.9,,12.9,,0.0,,0.0,,13.3,,16.7,,16.7,,26.7,,0.0,,0.0,
2021,Shannon (2422020) V,2021A00052422020,251,1.7,,1.7,,1.9,,1.7,,1.9,,3.0,,1.9,,2.1,,1.9,,1.9,,1.9,,1.9,,3.2,,3.2,,3.2,,3.5,,3.5,,4.7,,0.0,,0.0,
2021,Saint-Gabriel-de-Valcartier (2422025) MÉ,2021A00052422025,252,2.8,,2.8,,2.8,,2.8,,2.8,,5.2,,2.8,,3.8,,2.8,,2.8,,2.8,,2.8,,0.0,,0.0,,4.7,,5.9,,5.3,,7.6,,0.0,,0.0,
2021,Lac-Delage (2422030) V,2021A00052422030,253,4.9,,4.9,,4.9,,4.9,,4.9,,6.6,,4.9,,4.9,,4.9,,4.9,,4.9,,4.9,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,Stoneham-et-Tewkesbury (2422035) CU,2021A00052422035,254,2.7,,2.6,,2.7,,2.5,,3.0,,4.1,,2.7,,2.8,,2.7,,2.7,,2.7,,2.7,,4.5,,4.5,,3.6,,3.8,,4.1,,5.4,,0.0,,0.0,
2021,Lac-Beauport (2422040) MÉ,2021A00052422040,255,1.8,,1.6,,2.3,,1.6,,1.8,,2.9,,1.6,,1.6,,1.8,,1.8,,1.6,,1.6,,0.0,,0.0,,3.1,,3.2,,3.1,,4.0,,0.0,,0.0,
2021,Sainte-Brigitte-de-Laval (2422045) V,2021A00052422045,256,1.7,,1.4,,1.6,,1.6,,1.6,,2.7,,1.4,,1.4,,1.7,,1.7,,1.6,,1.6,,0.0,,0.0,,2.4,,2.5,,2.9,,3.4,,0.0,,0.0,
2021,Notre-Dame-des-Anges (2423015) PE,2021A00052423015,257,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2021,Québec (2423027) V,2021A00052423027,258,2.5,,2.1,,2.2,,1.6,,2.2,,3.6,,2.2,,2.3,,3.1,,3.1,,2.3,,2.3,,3.7,,3.9,,3.1,,3.3,,4.0,,5.5,,0.0,,0.0,
2021,L'Ancienne-Lorette (2423057) V,2021A00052423057,259,2.5,,2.2,,2.1,,1.5,,2.1,,2.9,,2.1,,2.1,,2.7,,2.7,,2.3,,2.3,,4.8,,4.8,,2.4,,2.7,,3.6,,4.4,,0.0,,0.0,
2021,Saint-Augustin-de-Desmaures (2423072) V,2021A00052423072,260,1.2,,1.0,,1.2,,0.6,,1.2,,2.6,,1.4,,1.5,,1.5,,1.5,,1.3,,1.3,,3.3,,3.3,,2.2,,2.3,,3.0,,4.1,,0.0,,0.0,
2021,Wendake (2423802) IRI,2021A00052423802,261,16.7,,17.2,,16.3,,16.3,,16.7,,16.7,,16.7,,16.3,,17.2,,17.2,,16.2,,16.2,,20.6,,20.6,,19.4,,19.4,,19.4,,21.0,,18.8,,18.8,
2021,Lévis (2425213) V,2021A00052425213,262,2.0,,1.6,,2.0,,1.6,,1.9,,3.0,,1.8,,2.0,,2.6,,2.6,,1.8,,1.8,,3.3,,3.6,,2.9,,3.0,,3.5,,4.7,,0.0,,0.0,
2021,Saint-Lambert-de-Lauzon (2426070) MÉ,2021A00052426070,263,4.9,,4.9,,4.9,,4.7,,5.1,,6.0,,5.4,,5.6,,5.1,,5.1,,4.9,,4.9,,3.2,,3.2,,6.6,,6.6,,7.5,,8.3,,0.0,,0.0,
2021,Saint-Apollinaire (2433090) MÉ,2021A00052433090,264,2.3,,2.4,,2.4,,2.4,,2.4,,3.3,,2.4,,2.4,,2.7,,2.7,,2.6,,2.6,,3.5,,3.5,,6.0,,6.2,,7.0,,8.4,,0.0,,0.0,
2021,Saint-Antoine-de-Tilly (2433095) MÉ,2021A00052433095,265,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,,0.0,,0.0,,1.4,,1.4,,0.0,,0.0,,0.0,,0.0,,4.8,,4.8,,4.8,,4.8,,0.0,,0.0,
2021,Neuville (2434007) V,2021A00052434007,266,1.3,,0.8,,1.1,,0.8,,1.1,,1.6,,1.1,,1.1,,1.1,,1.1,,1.1,,1.1,,0.0,,0.0,,3.7,,3.7,,4.4,,6.2,,0.0,,0.0,
2021,"Sainte-Marie (CA), Que.",2021S0504423,267,1.9,,1.5,,1.6,,1.6,,1.7,,2.7,,1.7,,1.9,,2.0,,2.0,,2.0,,2.0,,3.1,,3.7,,3.0,,3.0,,4.6,,5.6,,0.0,,0.0,
2021,Sainte-Marie (2426030) V,2021A00052426030,268,1.9,,1.5,,1.6,,1.6,,1.7,,2.7,,1.7,,1.9,,2.0,,2.0,,2.0,,2.0,,3.1,,3.7,,3.0,,3.0,,4.6,,5.6,,0.0,,0.0,
2021,"Saint-Georges (CA), Que.",2021S0504428,269,2.5,,2.2,,2.3,,2.0,,2.4,,3.5,,2.4,,2.7,,3.8,,3.8,,2.6,,2.6,,4.5,,5.1,,4.1,,4.3,,6.3,,8.0,,0.0,,0.0,
2021,Saint-René (2429050) PE,2021A00052429050,270,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.1,,6.3,,0.0,,0.0,
2021,Saint-Philibert (2429065) MÉ,2021A00052429065,271,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,Saint-Georges (2429073) V,2021A00052429073,272,2.5,,2.2,,2.3,,2.0,,2.5,,3.6,,2.4,,2.7,,3.9,,3.9,,2.6,,2.6,,4.5,,5.1,,4.0,,4.2,,6.4,,7.9,,0.0,,0.0,
2021,Saint-Simon-les-Mines (2429125) MÉ,2021A00052429125,273,4.2,,4.2,,4.3,,4.3,,4.2,,4.2,,4.2,,4.2,,4.2,,4.2,,4.2,,4.2,,0.0,,0.0,,0.0,,7.3,,9.8,,9.8,,0.0,,0.0,
2021,"Thetford Mines (CA), Que.",2021S0504430,274,2.8,,2.4,,2.6,,2.4,,2.6,,3.7,,2.6,,3.0,,3.6,,3.6,,2.7,,2.7,,4.5,,4.8,,4.3,,4.6,,6.3,,7.7,,0.0,,0.0,
2021,Saint-Joseph-de-Coleraine (2431045) MÉ,2021A00052431045,275,3.5,,2.3,,4.0,,3.5,,3.5,,5.8,,3.5,,3.5,,5.8,,5.8,,2.9,,2.9,,0.0,,0.0,,6.6,,7.3,,8.8,,9.5,,0.0,,0.0,
2021,Thetford Mines (2431084) V,2021A00052431084,276,2.7,,2.4,,2.5,,2.4,,2.6,,3.5,,2.5,,2.9,,3.4,,3.4,,2.7,,2.7,,4.3,,4.6,,4.1,,4.4,,6.0,,7.4,,0.0,,0.0,
2021,Saint-Adrien-d'Irlande (2431095) MÉ,2021A00052431095,277,0.0,,0.0,,0.0,,0.0,,0.0,,9.1,,0.0,,0.0,,9.1,,9.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,13.8,,13.8,,0.0,,0.0,
2021,"Sherbrooke (CMA), Que.",2021S0503433,278,2.4,,2.0,,2.3,,1.8,,2.2,,3.3,,2.1,,2.3,,3.1,,3.1,,2.3,,2.3,,3.8,,4.1,,3.6,,3.8,,4.7,,6.0,,0.0,,0.0,
2021,Ascot Corner (2441055) MÉ,2021A00052441055,279,4.2,,4.2,,4.2,,4.2,,5.0,,5.3,,4.6,,4.6,,5.0,,5.0,,4.6,,4.6,,0.0,,0.0,,7.4,,7.4,,8.8,,10.6,,0.0,,0.0,
2021,Stoke (2442005) MÉ,2021A00052442005,280,6.1,,6.1,,6.3,,6.3,,5.7,,7.0,,6.6,,7.0,,6.6,,6.6,,6.6,,6.6,,12.5,,12.5,,6.7,,6.7,,8.1,,11.0,,0.0,,0.0,
2021,Saint-Denis-de-Brompton (2442025) MÉ,2021A00052442025,281,2.7,,2.4,,3.0,,2.7,,3.0,,3.3,,3.3,,3.3,,2.7,,2.7,,3.0,,3.0,,0.0,,8.9,,3.7,,3.7,,4.3,,5.6,,0.0,,0.0,
2021,Val-Joli (2442095) MÉ,2021A00052442095,282,2.9,,2.9,,3.0,,2.2,,2.9,,3.6,,2.9,,2.9,,3.6,,3.6,,2.9,,2.9,,0.0,,0.0,,7.6,,7.6,,9.3,,10.2,,0.0,,0.0,
2021,Sherbrooke (2443027) V,2021A00052443027,283,2.4,,2.0,,2.3,,1.6,,2.1,,3.4,,2.1,,2.2,,3.2,,3.2,,2.2,,2.2,,3.6,,3.9,,3.2,,3.4,,4.3,,5.5,,0.0,,0.0,
2021,Compton (2444071) MÉ,2021A00052444071,284,3.1,,1.5,,2.0,,1.6,,1.9,,2.3,,2.7,,3.1,,2.3,,2.3,,1.9,,1.9,,7.0,,7.0,,6.4,,6.9,,8.0,,10.1,,0.0,,0.0,
2021,Waterville (2444080) V,2021A00052444080,285,1.1,,0.0,,0.0,,0.0,,0.0,,1.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.3,,2.3,,3.8,,4.5,,0.0,,0.0,
2021,North Hatley (2445050) VL,2021A00052445050,286,3.1,,3.1,,3.1,,3.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,Hatley (2445055) CT,2021A00052445055,287,2.2,,2.2,,2.3,,2.3,,2.8,,3.9,,2.2,,2.2,,2.2,,2.2,,2.2,,2.2,,0.0,,0.0,,7.6,,7.6,,8.9,,9.6,,0.0,,0.0,
2021,Magog (2445072) V,2021A00052445072,288,2.2,,1.7,,2.1,,2.1,,2.1,,3.1,,1.9,,2.2,,2.5,,2.5,,1.9,,1.9,,4.1,,4.9,,3.5,,3.8,,4.7,,6.0,,0.0,,0.0,
2021,Orford (2445115) CT,2021A00052445115,289,1.1,,0.9,,1.3,,1.1,,1.1,,1.8,,1.3,,1.3,,1.8,,1.8,,1.6,,1.6,,12.9,,12.9,,3.4,,3.4,,5.0,,5.5,,0.0,,0.0,
2021,"Cowansville (CA), Que.",2021S0504437,290,3.1,,2.2,,2.5,,1.9,,2.4,,3.7,,2.2,,2.5,,3.4,,3.4,,2.7,,2.7,,4.0,,4.3,,3.7,,4.0,,5.5,,7.1,,0.0,,0.0,
2021,Cowansville (2446080) V,2021A00052446080,291,3.1,,2.2,,2.5,,1.9,,2.4,,3.7,,2.2,,2.5,,3.4,,3.4,,2.7,,2.7,,4.0,,4.3,,3.7,,4.0,,5.5,,7.1,,0.0,,0.0,
2021,"Victoriaville (CA), Que.",2021S0504440,292,2.5,,1.9,,2.4,,2.0,,2.3,,3.2,,2.3,,2.4,,3.1,,3.1,,2.4,,2.4,,3.8,,4.2,,3.3,,3.5,,4.4,,5.3,,0.0,,0.0,
2021,Chesterville (2439030) MÉ,2021A00052439030,293,6.8,,6.8,,5.9,,5.9,,5.5,,6.8,,5.5,,5.5,,5.5,,5.5,,5.5,,5.5,,0.0,,0.0,,13.8,,15.5,,13.8,,13.8,,0.0,,0.0,
2021,Saint-Christophe-d'Arthabaska (2439060) PE,2021A00052439060,294,3.8,,3.0,,4.3,,3.5,,3.4,,4.3,,3.4,,3.4,,3.8,,3.8,,3.4,,3.4,,0.0,,0.0,,5.7,,5.7,,5.7,,6.1,,0.0,,0.0,
2021,Victoriaville (2439062) V,2021A00052439062,295,2.3,,1.7,,2.2,,1.8,,2.1,,3.1,,2.2,,2.3,,3.1,,3.1,,2.3,,2.3,,3.7,,4.0,,2.6,,2.9,,3.8,,4.8,,0.0,,0.0,
2021,Saint-Valère (2439135) MÉ,2021A00052439135,296,3.0,,3.0,,3.1,,3.1,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,0.0,,0.0,,9.1,,9.1,,13.6,,14.8,,0.0,,0.0,
2021,"Trois-Rivières (CMA), Que.",2021S0503442,297,2.3,,1.9,,2.3,,2.0,,2.1,,3.2,,2.1,,2.3,,3.3,,3.3,,2.3,,2.3,,3.8,,4.2,,3.8,,4.0,,5.0,,6.3,,0.0,,0.0,
2021,Trois-Rivières (2437067) V,2021A00052437067,298,2.3,,2.0,,2.4,,2.0,,2.2,,3.3,,2.1,,2.3,,3.5,,3.5,,2.3,,2.3,,3.7,,4.1,,3.5,,3.7,,4.7,,6.1,,0.0,,0.0,
2021,Champlain (2437220) MÉ,2021A00052437220,299,1.7,,1.2,,1.2,,1.2,,1.2,,1.7,,1.2,,1.2,,1.2,,1.2,,1.2,,1.2,,0.0,,0.0,,3.6,,3.6,,3.6,,4.4,,0.0,,0.0,
2021,Saint-Luc-de-Vincennes (2437225) MÉ,2021A00052437225,300,0.0,,0.0,,0.0,,4.3,,3.9,,3.9,,3.9,,3.9,,0.0,,0.0,,3.9,,3.9,,0.0,,0.0,,11.6,,11.6,,11.6,,11.6,,0.0,,0.0,
2021,Saint-Maurice (2437230) PE,2021A00052437230,301,2.2,,1.5,,1.9,,1.9,,2.2,,2.6,,2.2,,2.6,,1.8,,1.8,,2.2,,2.2,,0.0,,0.0,,5.1,,5.6,,6.5,,7.4,,0.0,,0.0,
